lat,lon,region,excluded,mig_deg,u_star_cr,U_cr,n_timesteps,n_above,intermit_raw_pct,intermit_net_algo_pct,intermit_gross_mig_pct,intermit_net_mig_pct,center_algo_deg,center_mig_deg,sector_offset_deg,u_star_mean,q_m2s
39.5,81.75,Taklamakan,False,225.0,0.23487501346795883,5.408197047280978,26304,3004,11.420316301703163,8.00638686131387,9.713351581508515,8.00638686131387,43.0,45.0,2.0,0.30914217816366146,1.682875102313518e-06
39.5,82.25,Taklamakan,True,225.0,0.23487501346795883,5.408197047280978,26304,3131,11.903132603406325,8.413169099756692,10.146745742092458,8.390358880778589,41.0,45.0,4.0,0.311353278596738,1.740021583339363e-06
39.5,82.5,Taklamakan,True,225.0,0.23487501346795883,5.408197047280978,26304,3141,11.941149635036496,8.67168491484185,10.28360705596107,8.626064476885645,43.0,45.0,2.0,0.3120734812024346,1.7587233461689778e-06
39.5,82.75,Taklamakan,True,180.0,0.23487501346795883,5.408197047280978,26304,3228,12.271897810218977,8.987226277372264,8.96441605839416,5.656934306569343,39.0,0.0,39.0,0.3122948894584027,1.7644814185830714e-06
39.5,83.0,Taklamakan,True,225.0,0.23487501346795883,5.408197047280978,26304,3346,12.720498783454987,9.405413625304137,11.043947688564478,9.367396593673966,41.0,45.0,4.0,0.3127531881699176,1.7764131776971743e-06
39.5,83.75,Taklamakan,False,225.0,0.23487501346795883,5.408197047280978,26304,3674,13.967457420924575,11.260644768856448,12.545620437956204,11.123783454987835,39.0,45.0,6.0,0.31276446725710844,1.7767070481641597e-06
39.5,84.0,Taklamakan,False,225.0,0.23487501346795883,5.408197047280978,26304,3781,14.374239659367397,11.789081508515816,12.994221411192214,11.61420316301703,36.0,45.0,9.0,0.3139889700830675,1.8086738311769638e-06
39.5,84.25,Taklamakan,False,225.0,0.23487501346795883,5.408197047280978,26304,3847,14.625152068126521,12.055200729927007,13.233728710462287,11.842305352798054,33.0,45.0,12.0,0.3156816890403719,1.853069513163582e-06
39.5,85.0,Taklamakan,False,225.0,0.23487501346795883,5.408197047280978,26304,4500,17.107664233576642,14.53771289537713,15.773266423357665,14.438868613138686,37.0,45.0,8.0,0.3207008324963109,1.9861119738422274e-06
39.5,85.25,Taklamakan,True,225.0,0.23487501346795883,5.408197047280978,26304,4728,17.974452554744527,15.579379562043796,16.77691605839416,15.579379562043796,44.0,45.0,1.0,0.3220077748047436,2.021099476964155e-06
39.5,85.5,Taklamakan,False,225.0,0.23487501346795883,5.408197047280978,26304,4974,18.909671532846716,16.628649635036496,17.715936739659366,16.52220194647202,36.0,45.0,9.0,0.3240417954034462,2.0758342857899877e-06
39.5,85.75,Taklamakan,False,225.0,0.23487501346795883,5.408197047280978,26304,5186,19.715632603406327,17.60948905109489,18.597931873479318,17.480231143552313,35.0,45.0,10.0,0.32580981159069206,2.123690997127743e-06
39.5,86.25,Taklamakan,False,225.0,0.23487501346795883,5.408197047280978,26304,5619,21.3617700729927,19.331660583941606,20.316301703163017,19.270833333333332,27.0,45.0,18.0,0.3305824354038968,2.25417674032054e-06
39.5,86.5,Taklamakan,False,225.0,0.23487501346795883,5.408197047280978,26304,5873,22.32740267639903,20.18324209245742,21.175486618004864,20.023570559610704,34.0,45.0,11.0,0.3330416371605819,2.322153226076229e-06
39.5,86.75,Taklamakan,False,225.0,0.23487501346795883,5.408197047280978,26304,6071,23.0801399026764,20.791514598540147,21.86359489051095,20.6470498783455,28.0,45.0,17.0,0.33588738523786027,2.4014433153472023e-06
39.5,87.0,Taklamakan,False,225.0,0.23487501346795883,5.408197047280978,26304,6352,24.148418491484186,21.76094890510949,22.9242700729927,21.700121654501217,30.0,45.0,15.0,0.33852994292055316,2.475676076229549e-06
39.5,87.25,Taklamakan,False,225.0,0.23487501346795883,5.408197047280978,26304,6697,25.460006082725062,22.798813868613138,24.118004866180048,22.776003649635037,40.0,45.0,5.0,0.34262466784491213,2.591851121302499e-06
39.5,87.5,Taklamakan,False,225.0,0.23487501346795883,5.408197047280978,26304,7166,27.243004866180048,24.520985401459853,25.859184914841848,24.47536496350365,38.0,45.0,7.0,0.347287988334159,2.7258594505016143e-06
39.5,87.75,Taklamakan,False,225.0,0.23487501346795883,5.408197047280978,26304,7577,28.805504866180048,26.12910583941606,27.398874695863746,25.992244525547445,25.0,45.0,20.0,0.351034652361864,2.834838568897093e-06
39.5,88.0,Taklamakan,False,225.0,0.23487501346795883,5.408197047280978,26304,7945,30.204531630170315,27.26961678832117,28.645833333333332,27.08713503649635,24.0,45.0,21.0,0.3538866962320143,2.9185797885414377e-06
39.5,88.5,Taklamakan,True,225.0,0.23487501346795883,5.408197047280978,26304,7855,29.862378345498783,25.748935523114355,27.760036496350367,25.657694647201946,21.0,45.0,24.0,0.3552099291592451,2.9576624503631235e-06
39.5,88.75,Taklamakan,True,,0.23487501346795883,5.408197047280978,26304,7438,28.277068126520682,23.996350364963504,,,27.0,,,0.3518092306598948,2.857514577401341e-06
39.5,89.0,Taklamakan,True,,0.23487501346795883,5.408197047280978,26304,6851,26.045468369829685,21.81037104622871,,,4.0,,,0.3467569784871402,2.7105085943990133e-06
39.5,90.75,Taklamakan,True,90.0,0.23487501346795883,5.408197047280978,26304,3155,11.994373479318735,6.83926399026764,3.5279805352798053,-4.938412408759124,356.0,270.0,86.0,0.2972855941557216,1.3833859600907692e-06
39.5,91.0,Taklamakan,True,135.0,0.23487501346795883,5.408197047280978,26304,2796,10.629562043795621,5.847019464720194,4.383363746958637,-1.8628345498783454,352.0,315.0,37.0,0.2959415768644868,1.3501760035410318e-06
39.5,91.25,Taklamakan,True,225.0,0.23487501346795883,5.408197047280978,26304,2700,10.264598540145986,5.314781021897811,5.76338199513382,1.2621654501216546,353.0,45.0,52.0,0.29571315633760675,1.3445468137800615e-06
39.5,91.5,Taklamakan,True,,0.23487501346795883,5.408197047280978,26304,2798,10.637165450121655,4.965024330900243,,,353.0,,,0.29543974521812344,1.3378145919836227e-06
39.5,91.75,Taklamakan,True,,0.23487501346795883,5.408197047280978,26304,3028,11.511557177615572,4.5012165450121655,,,345.0,,,0.2978912971792316,1.398401751239924e-06
39.5,92.25,Taklamakan,False,0.0,0.23487501346795883,5.408197047280978,26304,1944,7.390510948905109,3.839720194647202,2.068126520681265,-3.2542579075425793,338.0,180.0,158.0,0.28746956201082063,1.1443008945289376e-06
39.75,106.5,Tengger,True,0.0,0.2982275025300418,6.866942016465184,26304,2575,9.789385644768856,5.828010948905109,5.474452554744525,1.1595194647201947,226.0,180.0,46.0,0.35694360908757716,2.4400737311815855e-06
39.75,53.75,Karakum,False,225.0,0.2675189759105685,6.159852060247083,26304,2947,11.203619221411191,7.934154501216545,8.717305352798054,6.230991484184915,12.0,45.0,33.0,0.32230699906379995,1.7447707901674535e-06
39.75,54.0,Karakum,False,225.0,0.2675189759105685,6.159852060247083,26304,2165,8.230687347931873,5.926855231143552,6.81265206812652,5.3946167883211675,15.0,45.0,30.0,0.31854845073931526,1.6147211732049555e-06
39.75,86.25,Taklamakan,False,270.0,0.23487501346795883,5.408197047280978,26304,5154,19.59397810218978,17.723540145985403,17.81478102189781,16.03558394160584,41.0,90.0,49.0,0.3289852680447515,2.210298194651082e-06
39.75,86.5,Taklamakan,False,270.0,0.23487501346795883,5.408197047280978,26304,5450,20.719282238442823,18.902068126520682,18.943886861313867,17.168491484184916,37.0,90.0,53.0,0.3305327495895543,2.252808532836677e-06
39.75,86.75,Taklamakan,False,270.0,0.23487501346795883,5.408197047280978,26304,5740,21.82177615571776,19.989355231143552,20.04638077858881,18.270985401459853,39.0,90.0,51.0,0.3321789578486685,2.298249946750428e-06
