region,lat,lon,tile_basename,mode_index,lambda_m,crest_az_deg,rel_power,spectral_intensity,prom_frac,theta_image_deg
GrandErgOrientalAlgeria,27,6.5,GrandErgOrientalAlgeria_lat27p00_lon06p50,1,93.12850046,228.75,0.900171899,10526456.58,0.463073472,48.75
GrandErgOrientalAlgeria,27,6.5,GrandErgOrientalAlgeria_lat27p00_lon06p50,2,421.7266867,196.25,1,11693829.36,0.981536785,16.25
GrandErgOrientalAlgeria,27,6.5,GrandErgOrientalAlgeria_lat27p00_lon06p50,3,1132.193013,231.25,0.181356404,2120750.84,0.212284612,51.25
GrandErgOrientalAlgeria,27,6.5,GrandErgOrientalAlgeria_lat27p00_lon06p50,4,2553.427285,181.25,0.015649763,183005.6631,0.239257208,1.25
GrandErgOrientalAlgeria,27,6.5,GrandErgOrientalAlgeria_lat27p00_lon06p50,5,3414.030779,193.75,0.01018152,119060.9519,0.227385272,13.75
GrandErgOrientalAlgeria,27,6.5,GrandErgOrientalAlgeria_lat27p00_lon06p50,6,5127.066427,191.25,0.002857403,33413.98149,0.735350557,11.25
GrandErgOrientalAlgeria,27,6.5,GrandErgOrientalAlgeria_lat27p00_lon06p50,7,8160.170704,196.25,0.000105557,1234.36818,0.911439463,16.25
GrandErgOrientalAlgeria,27,6.75,GrandErgOrientalAlgeria_lat27p00_lon06p75,1,87.87267,226.25,1,11739910.63,0.967833441,46.25
GrandErgOrientalAlgeria,27,6.75,GrandErgOrientalAlgeria_lat27p00_lon06p75,2,280.8209936,238.75,0.878439175,10312797.4,0.289504184,58.75
GrandErgOrientalAlgeria,27,6.75,GrandErgOrientalAlgeria_lat27p00_lon06p75,3,2553.427285,168.75,0.030117456,353576.2396,0.616371074,-11.25
GrandErgOrientalAlgeria,27,6.75,GrandErgOrientalAlgeria_lat27p00_lon06p75,4,4064.000891,163.75,0.004472034,52501.27618,0.742508735,-16.25
GrandErgOrientalAlgeria,27,6.75,GrandErgOrientalAlgeria_lat27p00_lon06p75,5,5758.727378,91.25,0.000414306,4863.916248,0.296200553,-88.75
GrandErgOrientalAlgeria,27,6.75,GrandErgOrientalAlgeria_lat27p00_lon06p75,6,8648.245934,181.25,0.000204902,2405.528062,0.92058142,1.25
GrandErgOrientalAlgeria,27,7.25,GrandErgOrientalAlgeria_lat27p00_lon07p25,1,110.8584935,246.25,0.860105135,23889735.38,0.38559766,66.25
GrandErgOrientalAlgeria,27,7.25,GrandErgOrientalAlgeria_lat27p00_lon07p25,2,397.9259817,241.25,1,27775366.54,0.984706495,61.25
GrandErgOrientalAlgeria,27,7.25,GrandErgOrientalAlgeria_lat27p00_lon07p25,3,951.1173591,186.25,0.298313631,8285770.444,0.236672701,6.25
GrandErgOrientalAlgeria,27,7.25,GrandErgOrientalAlgeria_lat27p00_lon07p25,4,2553.427285,133.75,0.006607152,183516.0783,0.30561489,-46.25
GrandErgOrientalAlgeria,27,7.25,GrandErgOrientalAlgeria_lat27p00_lon07p25,5,6103.167745,138.75,0.000195457,5428.88922,0.431090251,-41.25
GrandErgOrientalAlgeria,27,7.25,GrandErgOrientalAlgeria_lat27p00_lon07p25,6,9165.513867,91.25,4.67E-05,1297.264381,0.512482421,-88.75
GrandErgOrientalAlgeria,27,8.25,GrandErgOrientalAlgeria_lat27p00_lon08p25,1,78.23412826,238.75,1,31731133.06,0.953366726,58.75
GrandErgOrientalAlgeria,27,8.25,GrandErgOrientalAlgeria_lat27p00_lon08p25,2,563.8648481,246.25,0.55562427,17630587.63,0.537826597,66.25
GrandErgOrientalAlgeria,27,8.25,GrandErgOrientalAlgeria_lat27p00_lon08p25,3,897.4397893,246.25,0.484603197,15377008.53,0.21174836,66.25
GrandErgOrientalAlgeria,27,8.25,GrandErgOrientalAlgeria_lat27p00_lon08p25,4,1604.328118,243.75,0.251913109,7993488.389,0.531743768,63.75
GrandErgOrientalAlgeria,27,8.25,GrandErgOrientalAlgeria_lat27p00_lon08p25,5,2706.152597,251.25,0.042028484,1333611.411,0.597858922,71.25
GrandErgOrientalAlgeria,27,8.25,GrandErgOrientalAlgeria_lat27p00_lon08p25,6,3834.64361,251.25,0.026846909,851882.8353,0.758210198,71.25
GrandErgOrientalAlgeria,27,8.25,GrandErgOrientalAlgeria_lat27p00_lon08p25,7,5433.725959,231.25,0.00466143,147912.4704,0.86485382,51.25
GrandErgOrientalAlgeria,27,8.25,GrandErgOrientalAlgeria_lat27p00_lon08p25,8,7265.101213,233.75,0.001516764,48128.62672,1,53.75
GrandErgOrientalAlgeria,27,8.5,GrandErgOrientalAlgeria_lat27p00_lon08p50,1,69.65281496,231.25,1,22412919.43,0.928532123,51.25
GrandErgOrientalAlgeria,27,8.5,GrandErgOrientalAlgeria_lat27p00_lon08p50,2,502.0158696,253.75,0.518161597,11613514.13,0.374419216,73.75
GrandErgOrientalAlgeria,27,8.5,GrandErgOrientalAlgeria_lat27p00_lon08p50,3,1132.193013,243.75,0.264228511,5922132.331,0.205374969,63.75
GrandErgOrientalAlgeria,27,8.5,GrandErgOrientalAlgeria_lat27p00_lon08p50,4,2409.32123,253.75,0.065026647,1457436.992,0.451169258,73.75
GrandErgOrientalAlgeria,27,8.5,GrandErgOrientalAlgeria_lat27p00_lon08p50,5,3414.030779,236.25,0.013963172,312955.4529,0.795155587,56.25
GrandErgOrientalAlgeria,27,8.5,GrandErgOrientalAlgeria_lat27p00_lon08p50,6,4564.690847,91.25,0.002628593,58914.44502,0.50194944,-88.75
GrandErgOrientalAlgeria,27,8.5,GrandErgOrientalAlgeria_lat27p00_lon08p50,7,6103.167745,181.25,0.001445935,32407.62566,0.935157487,1.25
GrandErgOrientalAlgeria,27,8.5,GrandErgOrientalAlgeria_lat27p00_lon08p50,8,8648.245934,248.75,0.000785845,17613.07496,1,68.75
GrandErgOrientalAlgeria,27.25,6.5,GrandErgOrientalAlgeria_lat27p25_lon06p50,1,93.12850046,228.75,1,14697389.82,0.976739092,48.75
GrandErgOrientalAlgeria,27.25,6.5,GrandErgOrientalAlgeria_lat27p25_lon06p50,2,951.1173591,91.25,0.522705911,7682412.536,0.373409524,-88.75
GrandErgOrientalAlgeria,27.25,6.5,GrandErgOrientalAlgeria_lat27p25_lon06p50,3,2553.427285,141.25,0.013779831,202527.543,0.333938795,-38.75
GrandErgOrientalAlgeria,27.25,6.5,GrandErgOrientalAlgeria_lat27p25_lon06p50,4,4064.000891,91.25,0.005440079,79954.9626,0.735011835,-88.75
GrandErgOrientalAlgeria,27.25,6.5,GrandErgOrientalAlgeria_lat27p25_lon06p50,5,8648.245934,181.25,0.000509139,7483.021188,0.697260659,1.25
GrandErgOrientalAlgeria,27.25,6.75,GrandErgOrientalAlgeria_lat27p25_lon06p75,1,93.12850046,233.75,1,8816883.366,0.967778149,53.75
GrandErgOrientalAlgeria,27.25,6.75,GrandErgOrientalAlgeria_lat27p25_lon06p75,2,2553.427285,158.75,0.012432603,109616.8066,0.597520005,-21.25
GrandErgOrientalAlgeria,27.25,6.75,GrandErgOrientalAlgeria_lat27p25_lon06p75,3,4307.076464,181.25,0.001902916,16777.79258,0.584540756,1.25
GrandErgOrientalAlgeria,27.25,6.75,GrandErgOrientalAlgeria_lat27p25_lon06p75,4,6103.167745,138.75,0.000543048,4787.990074,0.715390019,-41.25
GrandErgOrientalAlgeria,27.25,6.75,GrandErgOrientalAlgeria_lat27p25_lon06p75,5,8648.245934,181.25,0.000711064,6269.364391,0.956160209,1.25
GrandErgOrientalAlgeria,27.25,8,GrandErgOrientalAlgeria_lat27p25_lon08p00,1,82.91345931,241.25,1,56097080.34,0.959166833,61.25
GrandErgOrientalAlgeria,27.25,8,GrandErgOrientalAlgeria_lat27p25_lon08p00,2,502.0158696,246.25,0.178378618,10006519.64,0.209093122,66.25
GrandErgOrientalAlgeria,27.25,8,GrandErgOrientalAlgeria_lat27p25_lon08p00,3,846.7915844,231.25,0.126716887,7108447.373,0.219781668,51.25
GrandErgOrientalAlgeria,27.25,8,GrandErgOrientalAlgeria_lat27p25_lon08p00,4,1801.983335,253.75,0.022986569,1289479.381,0.251343935,73.75
GrandErgOrientalAlgeria,27.25,8,GrandErgOrientalAlgeria_lat27p25_lon08p00,5,3039.553957,231.25,0.006218376,348832.7157,0.607881299,51.25
GrandErgOrientalAlgeria,27.25,8,GrandErgOrientalAlgeria_lat27p25_lon08p00,6,4564.690847,236.25,0.001035813,58106.09651,0.578572994,56.25
GrandErgOrientalAlgeria,27.25,8,GrandErgOrientalAlgeria_lat27p25_lon08p00,7,6103.167745,221.25,0.001253937,70342.18444,0.963967164,41.25
GrandErgOrientalAlgeria,27.25,8,GrandErgOrientalAlgeria_lat27p25_lon08p00,8,8160.170704,181.25,0.00010296,5775.77696,1,1.25
GrandErgOrientalAlgeria,27.25,8.25,GrandErgOrientalAlgeria_lat27p25_lon08p25,1,532.0423875,258.75,1,14416748.7,0.97681878,78.75
GrandErgOrientalAlgeria,27.25,8.25,GrandErgOrientalAlgeria_lat27p25_lon08p25,2,1132.193013,251.25,0.310801861,4480752.321,0.201805004,71.25
GrandErgOrientalAlgeria,27.25,8.25,GrandErgOrientalAlgeria_lat27p25_lon08p25,3,2706.152597,103.75,0.026375512,380249.1277,0.252870491,-76.25
GrandErgOrientalAlgeria,27.25,8.25,GrandErgOrientalAlgeria_lat27p25_lon08p25,4,4564.690847,258.75,0.00348021,50173.31076,0.619469427,78.75
GrandErgOrientalAlgeria,27.25,8.25,GrandErgOrientalAlgeria_lat27p25_lon08p25,5,6855.085589,106.25,0.001901809,27417.89556,1,-73.75
GrandErgOrientalAlgeria,27.25,8.5,GrandErgOrientalAlgeria_lat27p25_lon08p50,1,473.6839381,241.25,1,24106133.14,0.965976233,61.25
GrandErgOrientalAlgeria,27.25,8.5,GrandErgOrientalAlgeria_lat27p25_lon08p50,2,1271.680598,258.75,0.240527996,5798199.897,0.202777075,78.75
GrandErgOrientalAlgeria,27.25,8.5,GrandErgOrientalAlgeria_lat27p25_lon08p50,3,2145.048581,98.75,0.050899185,1226982.531,0.251144418,-81.25
GrandErgOrientalAlgeria,27.25,8.5,GrandErgOrientalAlgeria_lat27p25_lon08p50,4,3039.553957,256.25,0.018411495,443829.9472,0.415495599,76.25
GrandErgOrientalAlgeria,27.25,8.5,GrandErgOrientalAlgeria_lat27p25_lon08p50,5,4564.690847,258.75,0.003228413,77824.5499,0.746477526,78.75
GrandErgOrientalAlgeria,27.25,8.5,GrandErgOrientalAlgeria_lat27p25_lon08p50,6,6103.167745,241.25,0.000851081,20516.26295,0.304799029,61.25
GrandErgOrientalAlgeria,27.25,8.5,GrandErgOrientalAlgeria_lat27p25_lon08p50,7,8160.170704,196.25,0.000470347,11338.24384,1,16.25
GrandErgOrientalAlgeria,27.5,6.75,GrandErgOrientalAlgeria_lat27p50_lon06p75,1,124.5163975,198.75,1,15796296.01,0.982852418,18.75
GrandErgOrientalAlgeria,27.5,6.75,GrandErgOrientalAlgeria_lat27p50_lon06p75,2,1604.328118,206.25,0.028550155,450986.7057,0.242998412,26.25
GrandErgOrientalAlgeria,27.5,6.75,GrandErgOrientalAlgeria_lat27p50_lon06p75,3,3414.030779,261.25,0.001531107,24185.81402,0.348698859,81.25
GrandErgOrientalAlgeria,27.5,6.75,GrandErgOrientalAlgeria_lat27p50_lon06p75,4,4837.713633,191.25,0.000360924,5701.268681,0.298761586,11.25
GrandErgOrientalAlgeria,27.5,7.25,GrandErgOrientalAlgeria_lat27p50_lon07p25,1,87.87267,206.25,1,48292059.51,0.966842459,26.25
GrandErgOrientalAlgeria,27.5,7.25,GrandErgOrientalAlgeria_lat27p50_lon07p25,2,3834.64361,221.25,0.001223741,59096.94919,0.326646756,41.25
GrandErgOrientalAlgeria,27.5,7.25,GrandErgOrientalAlgeria_lat27p50_lon07p25,3,6103.167745,193.75,0.00010066,4861.086571,0.564400907,13.75
GrandErgOrientalAlgeria,27.5,7.25,GrandErgOrientalAlgeria_lat27p50_lon07p25,4,8160.170704,181.25,2.75E-05,1326.013117,1,1.25
GrandErgOrientalAlgeria,27.5,7.5,GrandErgOrientalAlgeria_lat27p50_lon07p50,1,82.91345931,233.75,1,36956164.01,0.970247177,53.75
GrandErgOrientalAlgeria,27.5,7.5,GrandErgOrientalAlgeria_lat27p50_lon07p50,2,421.7266867,233.75,0.120866262,4466753.386,0.231855056,53.75
GrandErgOrientalAlgeria,27.5,7.5,GrandErgOrientalAlgeria_lat27p50_lon07p50,3,2145.048581,231.25,0.010684572,394860.802,0.333510006,51.25
GrandErgOrientalAlgeria,27.5,7.5,GrandErgOrientalAlgeria_lat27p50_lon07p50,4,3039.553957,231.25,0.002590809,95746.37137,0.392753921,51.25
GrandErgOrientalAlgeria,27.5,7.5,GrandErgOrientalAlgeria_lat27p50_lon07p50,5,4064.000891,228.75,0.004045906,149521.1776,0.914033869,48.75
GrandErgOrientalAlgeria,27.5,7.5,GrandErgOrientalAlgeria_lat27p50_lon07p50,6,5433.725959,231.25,0.001335796,49365.91444,0.910748207,51.25
GrandErgOrientalAlgeria,27.5,7.5,GrandErgOrientalAlgeria_lat27p50_lon07p50,7,9165.513867,221.25,8.75E-05,3232.80814,1,41.25
GrandErgOrientalAlgeria,27.5,8,GrandErgOrientalAlgeria_lat27p50_lon08p00,1,87.87267,241.25,1,38779788.19,0.962195913,61.25
GrandErgOrientalAlgeria,27.5,8,GrandErgOrientalAlgeria_lat27p50_lon08p00,2,1347.742218,181.25,0.037692515,1461707.729,0.356410714,1.25
GrandErgOrientalAlgeria,27.5,8,GrandErgOrientalAlgeria_lat27p50_lon08p00,3,2023.989919,246.25,0.011640928,451432.7277,0.236998716,66.25
GrandErgOrientalAlgeria,27.5,8,GrandErgOrientalAlgeria_lat27p50_lon08p00,4,2706.152597,251.25,0.010782988,418161.9773,0.620745806,71.25
GrandErgOrientalAlgeria,27.5,8,GrandErgOrientalAlgeria_lat27p50_lon08p00,5,4064.000891,181.25,0.001208325,46858.58944,0.652854126,1.25
GrandErgOrientalAlgeria,27.5,8,GrandErgOrientalAlgeria_lat27p50_lon08p00,6,6103.167745,181.25,0.000483172,18737.32454,0.846043591,1.25
GrandErgOrientalAlgeria,27.5,8,GrandErgOrientalAlgeria_lat27p50_lon08p00,7,8160.170704,181.25,0.000106987,4148.932611,1,1.25
GrandErgOrientalAlgeria,27.5,8.25,GrandErgOrientalAlgeria_lat27p50_lon08p25,1,78.23412826,256.25,1,28800106.37,0.964789633,76.25
GrandErgOrientalAlgeria,27.5,8.25,GrandErgOrientalAlgeria_lat27p50_lon08p25,2,446.9509568,251.25,0.651799893,18771906.25,0.313161979,71.25
GrandErgOrientalAlgeria,27.5,8.25,GrandErgOrientalAlgeria_lat27p50_lon08p25,3,2023.989919,93.75,0.061078364,1759063.393,0.287884903,-86.25
GrandErgOrientalAlgeria,27.5,8.25,GrandErgOrientalAlgeria_lat27p50_lon08p25,4,3039.553957,118.75,0.017441995,502331.3109,0.538459888,-61.25
GrandErgOrientalAlgeria,27.5,8.25,GrandErgOrientalAlgeria_lat27p50_lon08p25,5,4064.000891,241.25,0.010904581,314053.1019,0.495960162,61.25
GrandErgOrientalAlgeria,27.5,8.25,GrandErgOrientalAlgeria_lat27p50_lon08p25,6,5433.725959,256.25,0.006465059,186194.3771,0.868383555,76.25
GrandErgOrientalAlgeria,27.5,8.25,GrandErgOrientalAlgeria_lat27p50_lon08p25,7,8648.245934,111.25,0.000313678,9033.967476,1,-68.75
GrandErgOrientalAlgeria,27.75,6.75,GrandErgOrientalAlgeria_lat27p75_lon06p75,1,104.6020474,186.25,1,25909577.26,0.975307783,6.25
GrandErgOrientalAlgeria,27.75,6.75,GrandErgOrientalAlgeria_lat27p75_lon06p75,2,1909.763363,213.75,0.011254181,291591.0596,0.295729292,33.75
GrandErgOrientalAlgeria,27.75,6.75,GrandErgOrientalAlgeria_lat27p75_lon06p75,3,2868.012698,181.25,0.002626854,68060.66486,0.361720193,1.25
GrandErgOrientalAlgeria,27.75,6.75,GrandErgOrientalAlgeria_lat27p75_lon06p75,4,4064.000891,196.25,0.000626665,16236.61723,0.680155973,16.25
GrandErgOrientalAlgeria,27.75,6.75,GrandErgOrientalAlgeria_lat27p75_lon06p75,5,6103.167745,193.75,8.38E-05,2170.690906,0.717267315,13.75
GrandErgOrientalAlgeria,27.75,6.75,GrandErgOrientalAlgeria_lat27p75_lon06p75,6,9165.513867,91.25,0.000108051,2799.549534,0.84759893,-88.75
GrandErgOrientalAlgeria,27.75,7.25,GrandErgOrientalAlgeria_lat27p75_lon07p25,1,93.12850046,216.25,1,31761247.36,0.97073753,36.25
GrandErgOrientalAlgeria,27.75,7.25,GrandErgOrientalAlgeria_lat27p75_lon07p25,2,2023.989919,241.25,0.008602066,273212.3482,0.246829682,61.25
GrandErgOrientalAlgeria,27.75,7.25,GrandErgOrientalAlgeria_lat27p75_lon07p25,3,3414.030779,236.25,0.001550735,49253.27482,0.550260083,56.25
GrandErgOrientalAlgeria,27.75,7.25,GrandErgOrientalAlgeria_lat27p75_lon07p25,4,5127.066427,246.25,0.000336634,10691.91328,0.936722559,66.25
GrandErgOrientalAlgeria,27.75,7.25,GrandErgOrientalAlgeria_lat27p75_lon07p25,5,6855.085589,253.75,0.000231733,7360.122658,1,73.75
GrandErgOrientalAlgeria,27.75,7.25,GrandErgOrientalAlgeria_lat27p75_lon07p25,6,9165.513867,91.25,9.61E-05,3052.039005,0.80305205,-88.75
GrandErgOrientalAlgeria,27.75,7.5,GrandErgOrientalAlgeria_lat27p75_lon07p50,1,87.87267,221.25,1,22313138.01,0.967853015,41.25
GrandErgOrientalAlgeria,27.75,7.5,GrandErgOrientalAlgeria_lat27p75_lon07p50,2,2553.427285,233.75,0.002769541,61797.1503,0.428010195,53.75
GrandErgOrientalAlgeria,27.75,7.5,GrandErgOrientalAlgeria_lat27p75_lon07p50,3,3414.030779,216.25,0.001342388,29952.88143,0.441339254,36.25
GrandErgOrientalAlgeria,27.75,7.5,GrandErgOrientalAlgeria_lat27p75_lon07p50,4,4564.690847,258.75,0.000511695,11417.51928,0.580446678,78.75
GrandErgOrientalAlgeria,27.75,7.5,GrandErgOrientalAlgeria_lat27p75_lon07p50,5,6103.167745,221.25,0.000299524,6683.32209,0.690119583,41.25
GrandErgOrientalAlgeria,27.75,8,GrandErgOrientalAlgeria_lat27p75_lon08p00,1,87.87267,243.75,1,32413606.2,0.967019213,63.75
GrandErgOrientalAlgeria,27.75,8,GrandErgOrientalAlgeria_lat27p75_lon08p00,2,563.8648481,181.25,0.099088859,3211827.254,0.209134013,1.25
GrandErgOrientalAlgeria,27.75,8,GrandErgOrientalAlgeria_lat27p75_lon08p00,3,2023.989919,181.25,0.014882674,482401.1492,0.459170004,1.25
GrandErgOrientalAlgeria,27.75,8,GrandErgOrientalAlgeria_lat27p75_lon08p00,4,2706.152597,181.25,0.006966558,225811.278,0.481650815,1.25
GrandErgOrientalAlgeria,27.75,8,GrandErgOrientalAlgeria_lat27p75_lon08p00,5,3834.64361,233.75,0.001899453,61568.11295,0.300354236,53.75
GrandErgOrientalAlgeria,27.75,8,GrandErgOrientalAlgeria_lat27p75_lon08p00,6,6103.167745,181.25,0.000271831,8811.01235,0.945079731,1.25
GrandErgOrientalAlgeria,27.75,8,GrandErgOrientalAlgeria_lat27p75_lon08p00,7,8160.170704,181.25,0.000174652,5661.088187,1,1.25
GrandErgOrientalAlgeria,27.75,8.25,GrandErgOrientalAlgeria_lat27p75_lon08p25,1,82.91345931,266.25,1,28154896.96,0.963623987,86.25
GrandErgOrientalAlgeria,27.75,8.25,GrandErgOrientalAlgeria_lat27p75_lon08p25,2,563.8648481,231.25,0.288986853,8136395.068,0.312160651,51.25
GrandErgOrientalAlgeria,27.75,8.25,GrandErgOrientalAlgeria_lat27p75_lon08p25,3,846.7915844,231.25,0.218470566,6151016.272,0.229356468,51.25
GrandErgOrientalAlgeria,27.75,8.25,GrandErgOrientalAlgeria_lat27p75_lon08p25,4,1513.785733,256.25,0.088754065,2498861.552,0.444312319,76.25
GrandErgOrientalAlgeria,27.75,8.25,GrandErgOrientalAlgeria_lat27p75_lon08p25,5,2273.34799,253.75,0.028196602,793872.4101,0.32679466,73.75
GrandErgOrientalAlgeria,27.75,8.25,GrandErgOrientalAlgeria_lat27p75_lon08p25,6,3039.553957,166.25,0.007424179,209027.0085,0.429367834,-13.75
GrandErgOrientalAlgeria,27.75,8.25,GrandErgOrientalAlgeria_lat27p75_lon08p25,7,4064.000891,196.25,0.002700399,76029.45328,0.371212443,16.25
GrandErgOrientalAlgeria,27.75,8.25,GrandErgOrientalAlgeria_lat27p75_lon08p25,8,6103.167745,221.25,0.000261998,7376.534174,0.860638058,41.25
GrandErgOrientalAlgeria,27.75,8.25,GrandErgOrientalAlgeria_lat27p75_lon08p25,9,8160.170704,181.25,0.000140189,3947.008282,1,1.25
GrandErgOrientalAlgeria,28.25,7.5,GrandErgOrientalAlgeria_lat28p25_lon07p50,1,98.69869206,216.25,1,13402686.29,0.973764472,36.25
GrandErgOrientalAlgeria,28.25,7.5,GrandErgOrientalAlgeria_lat28p25_lon07p50,2,446.9509568,231.25,0.356654783,4780132.17,0.201523204,51.25
GrandErgOrientalAlgeria,28.25,7.5,GrandErgOrientalAlgeria_lat28p25_lon07p50,3,2706.152597,263.75,0.011508592,154246.0429,0.233289106,83.75
GrandErgOrientalAlgeria,28.25,7.5,GrandErgOrientalAlgeria_lat28p25_lon07p50,4,4064.000891,91.25,0.004272078,57257.31866,0.513046932,-88.75
GrandErgOrientalAlgeria,28.25,7.5,GrandErgOrientalAlgeria_lat28p25_lon07p50,5,5433.725959,256.25,0.000603585,8089.655443,0.260572255,76.25
GrandErgOrientalAlgeria,28.25,7.5,GrandErgOrientalAlgeria_lat28p25_lon07p50,6,8648.245934,111.25,0.000257144,3446.417769,1,-68.75
GrandErgOrientalAlgeria,28.5,8.75,GrandErgOrientalAlgeria_lat28p50_lon08p75,1,87.87267,93.75,1,6427103.149,0.978523355,-86.25
GrandErgOrientalAlgeria,28.5,8.75,GrandErgOrientalAlgeria_lat28p50_lon08p75,2,280.8209936,156.25,0.579150472,3722259.821,0.213280609,-23.75
GrandErgOrientalAlgeria,28.5,8.75,GrandErgOrientalAlgeria_lat28p50_lon08p75,3,2706.152597,151.25,0.006686163,42972.66053,0.340858576,-28.75
GrandErgOrientalAlgeria,28.5,8.75,GrandErgOrientalAlgeria_lat28p50_lon08p75,4,4064.000891,188.75,0.002008375,12908.03351,0.657324262,8.75
GrandErgOrientalAlgeria,28.5,8.75,GrandErgOrientalAlgeria_lat28p50_lon08p75,5,6103.167745,138.75,0.000800198,5142.956143,0.892651898,-41.25
GrandErgOrientalAlgeria,30.5,9.75,GrandErgOrientalAlgeria_lat30p50_lon09p75,1,65.72186596,268.75,1,26343741.66,0.966823378,88.75
GrandErgOrientalAlgeria,30.5,9.75,GrandErgOrientalAlgeria_lat30p50_lon09p75,2,753.9090529,91.25,0.274175114,7222798.359,0.64141391,-88.75
GrandErgOrientalAlgeria,30.5,9.75,GrandErgOrientalAlgeria_lat30p50_lon09p75,3,1008.005486,98.75,0.197682371,5207693.299,0.271669369,-81.25
GrandErgOrientalAlgeria,30.5,9.75,GrandErgOrientalAlgeria_lat30p50_lon09p75,4,3414.030779,106.25,0.001148966,30268.05833,0.567265202,-73.75
GrandErgOrientalAlgeria,30.5,9.75,GrandErgOrientalAlgeria_lat30p50_lon09p75,5,4564.690847,236.25,0.000174729,4603.019379,0.820923408,56.25
GrandErgOrientalAlgeria,30.5,9.75,GrandErgOrientalAlgeria_lat30p50_lon09p75,6,8160.170704,181.25,2.71E-05,712.8534184,1,1.25
GrandErgOrientalAlgeria,31,9.5,GrandErgOrientalAlgeria_lat31p00_lon09p50,1,78.23412826,106.25,1,21209881.47,0.974815723,-73.75
GrandErgOrientalAlgeria,31,9.5,GrandErgOrientalAlgeria_lat31p00_lon09p50,2,2273.34799,118.75,0.024142411,512057.6795,0.463794673,-61.25
GrandErgOrientalAlgeria,31,9.5,GrandErgOrientalAlgeria_lat31p00_lon09p50,3,3039.553957,91.25,0.004317248,91568.32514,0.628508716,-88.75
GrandErgOrientalAlgeria,31,9.5,GrandErgOrientalAlgeria_lat31p00_lon09p50,4,4564.690847,258.75,5.97E-05,1265.278936,0.457161178,78.75
GrandErgOrientalAlgeria,31,9.5,GrandErgOrientalAlgeria_lat31p00_lon09p50,5,6855.085589,91.25,9.41E-05,1995.263151,1,-88.75
GrandErgOrientalAlgeria,31,9.5,GrandErgOrientalAlgeria_lat31p00_lon09p50,6,9165.513867,91.25,2.24E-05,474.6304186,0.506519267,-88.75
GrandErgOrientalAlgeria,31,9.75,GrandErgOrientalAlgeria_lat31p00_lon09p75,1,73.81888146,103.75,1,45173647.32,0.951517822,-76.25
GrandErgOrientalAlgeria,31,9.75,GrandErgOrientalAlgeria_lat31p00_lon09p75,2,671.2145829,91.25,0.312639605,14123071.24,0.452702483,-88.75
GrandErgOrientalAlgeria,31,9.75,GrandErgOrientalAlgeria_lat31p00_lon09p75,3,2023.989919,188.75,0.030696188,1386658.751,0.325190497,8.75
GrandErgOrientalAlgeria,31,9.75,GrandErgOrientalAlgeria_lat31p00_lon09p75,4,3414.030779,181.25,0.000995532,44971.79713,0.594234966,1.25
GrandErgOrientalAlgeria,31,9.75,GrandErgOrientalAlgeria_lat31p00_lon09p75,5,4564.690847,236.25,0.000155184,7010.235803,0.46712077,56.25
GrandErgOrientalAlgeria,31,9.75,GrandErgOrientalAlgeria_lat31p00_lon09p75,6,6103.167745,221.25,4.39E-05,1982.886125,0.727435203,41.25
GrandErgOrientalAlgeria,31,9.75,GrandErgOrientalAlgeria_lat31p00_lon09p75,7,9165.513867,91.25,1.04E-05,469.6321406,0.241616753,-88.75
GrandErgOrientalAlgeria,31.25,9.5,GrandErgOrientalAlgeria_lat31p25_lon09p50,1,78.23412826,106.25,1,24022103.57,0.965814329,-73.75
GrandErgOrientalAlgeria,31.25,9.5,GrandErgOrientalAlgeria_lat31p25_lon09p50,2,502.0158696,91.25,0.283310484,6805713.789,0.346467836,-88.75
GrandErgOrientalAlgeria,31.25,9.5,GrandErgOrientalAlgeria_lat31p25_lon09p50,3,3414.030779,133.75,0.002591836,62261.36177,0.537546686,-46.25
GrandErgOrientalAlgeria,31.25,9.5,GrandErgOrientalAlgeria_lat31p25_lon09p50,4,8160.170704,181.25,9.46E-05,2272.610268,1,1.25
GrandErgOrientalAlgeria,31.25,9.75,GrandErgOrientalAlgeria_lat31p25_lon09p75,1,41.29329946,258.75,1,43258954.69,0.843345522,78.75
GrandErgOrientalAlgeria,31.25,9.75,GrandErgOrientalAlgeria_lat31p25_lon09p75,2,633.3336976,266.25,0.250503164,10836505.04,0.697090609,86.25
GrandErgOrientalAlgeria,31.25,9.75,GrandErgOrientalAlgeria_lat31p25_lon09p75,3,3414.030779,98.75,0.003174947,137344.8859,0.623065934,-81.25
GrandErgOrientalAlgeria,31.25,9.75,GrandErgOrientalAlgeria_lat31p25_lon09p75,4,4564.690847,101.25,0.000779241,33709.1315,0.775565956,-78.75
GrandErgOrientalAlgeria,31.25,9.75,GrandErgOrientalAlgeria_lat31p25_lon09p75,5,6103.167745,138.75,0.000175431,7588.943646,0.884312098,-41.25
GrandErgOrientalAlgeria,31.25,9.75,GrandErgOrientalAlgeria_lat31p25_lon09p75,6,9165.513867,138.75,3.08E-05,1332.388708,0.902899745,-41.25
GrandErgOrientalAlgeria,31.75,9.25,GrandErgOrientalAlgeria_lat31p75_lon09p25,1,41.29329946,101.25,0.902855597,18754392.83,0.391458318,-78.75
GrandErgOrientalAlgeria,31.75,9.25,GrandErgOrientalAlgeria_lat31p75_lon09p25,2,222.5944962,221.25,1,20772306.1,0.898441841,41.25
