region,lat,lon,tile_basename,mode_index,lambda_m,crest_az_deg,rel_power,spectral_intensity,prom_frac,theta_image_deg
AlNafudDesert,27.5,39.25,AlNafudDesert_lat27p50_lon39p25,1,110.8584935,253.75,1,25149206.28,0.976486459,73.75
AlNafudDesert,27.5,39.25,AlNafudDesert_lat27p50_lon39p25,2,671.2145829,126.25,0.288266168,7249665.318,0.253911223,-53.75
AlNafudDesert,27.5,39.25,AlNafudDesert_lat27p50_lon39p25,3,2706.152597,96.25,0.005953582,149727.8705,0.487548143,-83.75
AlNafudDesert,27.5,39.25,AlNafudDesert_lat27p50_lon39p25,4,4564.690847,91.25,0.001075803,27055.59437,0.820804936,-88.75
AlNafudDesert,27.5,39.25,AlNafudDesert_lat27p50_lon39p25,5,6855.085589,106.25,0.000279947,7040.451482,1,-73.75
AlNafudDesert,27.5,39.25,AlNafudDesert_lat27p50_lon39p25,6,9165.513867,138.75,0.000116223,2922.913828,0.535659882,-41.25
AlNafudDesert,27.5,39.5,AlNafudDesert_lat27p50_lon39p50,1,98.69869206,248.75,1,23902550.76,0.986079982,68.75
AlNafudDesert,27.5,39.5,AlNafudDesert_lat27p50_lon39p50,2,563.8648481,133.75,0.272560741,6514896.936,0.323638239,-46.25
AlNafudDesert,27.5,39.5,AlNafudDesert_lat27p50_lon39p50,3,2706.152597,138.75,0.002278055,54451.32716,0.227292476,-41.25
AlNafudDesert,27.5,39.5,AlNafudDesert_lat27p50_lon39p50,4,4064.000891,241.25,0.000731252,17478.77615,0.718231633,61.25
AlNafudDesert,27.5,39.5,AlNafudDesert_lat27p50_lon39p50,5,5433.725959,91.25,0.000425179,10162.85639,0.722026485,-88.75
AlNafudDesert,27.5,39.5,AlNafudDesert_lat27p50_lon39p50,6,9165.513867,91.25,0.000209741,5013.35635,1,-88.75
AlNafudDesert,27.75,39.25,AlNafudDesert_lat27p75_lon39p25,1,104.6020474,253.75,1,24170453.13,0.982371792,73.75
AlNafudDesert,27.75,39.25,AlNafudDesert_lat27p75_lon39p25,2,1700.286015,151.25,0.037623282,909371.7672,0.217817053,-28.75
AlNafudDesert,27.75,39.25,AlNafudDesert_lat27p75_lon39p25,3,2706.152597,191.25,0.003834037,92670.41481,0.388266145,11.25
AlNafudDesert,27.75,39.25,AlNafudDesert_lat27p75_lon39p25,4,4564.690847,161.25,0.000455043,10998.59837,0.586518545,-18.75
AlNafudDesert,27.75,39.25,AlNafudDesert_lat27p75_lon39p25,5,7699.640646,163.75,0.000132314,3198.091821,1,-16.25
AlNafudDesert,27.75,39.5,AlNafudDesert_lat27p75_lon39p50,1,93.12850046,243.75,1,31761375.11,0.97929616,63.75
AlNafudDesert,27.75,39.5,AlNafudDesert_lat27p75_lon39p50,2,473.6839381,221.25,0.328361712,10429219.51,0.239785514,41.25
AlNafudDesert,27.75,39.5,AlNafudDesert_lat27p75_lon39p50,3,2706.152597,263.75,0.005053704,160512.5778,0.325253371,83.75
AlNafudDesert,27.75,39.5,AlNafudDesert_lat27p75_lon39p50,4,4064.000891,163.75,0.001011407,32123.69073,0.669187956,-16.25
AlNafudDesert,27.75,39.5,AlNafudDesert_lat27p75_lon39p50,5,6103.167745,138.75,0.000115549,3669.983286,0.803131479,-41.25
AlNafudDesert,27.75,39.5,AlNafudDesert_lat27p75_lon39p50,6,9165.513867,91.25,2.45E-05,779.2568839,0.571041713,-88.75
AlNafudDesert,27.75,39.75,AlNafudDesert_lat27p75_lon39p75,1,98.69869206,246.25,1,69917072.2,0.984875411,66.25
AlNafudDesert,27.75,39.75,AlNafudDesert_lat27p75_lon39p75,2,473.6839381,218.75,0.194544753,13601999.58,0.221357322,38.75
AlNafudDesert,27.75,39.75,AlNafudDesert_lat27p75_lon39p75,3,2706.152597,196.25,0.001501219,104960.8184,0.384533186,16.25
AlNafudDesert,27.75,39.75,AlNafudDesert_lat27p75_lon39p75,4,4064.000891,163.75,0.000184526,12901.51688,0.49271877,-16.25
AlNafudDesert,27.75,39.75,AlNafudDesert_lat27p75_lon39p75,5,6103.167745,193.75,9.59E-05,6707.313892,0.689004326,13.75
AlNafudDesert,27.75,39.75,AlNafudDesert_lat27p75_lon39p75,6,9165.513867,91.25,1.57E-05,1095.91941,1,-88.75
AlNafudDesert,27.75,40.25,AlNafudDesert_lat27p75_lon40p25,1,98.69869206,253.75,1,52710845.76,0.990391131,73.75
AlNafudDesert,27.75,40.25,AlNafudDesert_lat27p75_lon40p25,2,2706.152597,238.75,0.000579165,30528.25864,0.442193933,58.75
AlNafudDesert,27.75,40.25,AlNafudDesert_lat27p75_lon40p25,3,4064.000891,91.25,9.01E-05,4747.424685,0.445285988,-88.75
AlNafudDesert,27.75,40.25,AlNafudDesert_lat27p75_lon40p25,4,5433.725959,91.25,2.80E-05,1475.994032,0.608087338,-88.75
AlNafudDesert,27.75,40.25,AlNafudDesert_lat27p75_lon40p25,5,8160.170704,181.25,2.91E-05,1535.597077,1,1.25
AlNafudDesert,27.75,40.75,AlNafudDesert_lat27p75_lon40p75,1,93.12850046,98.75,1,24514407.83,0.981910388,-81.25
AlNafudDesert,27.75,40.75,AlNafudDesert_lat27p75_lon40p75,2,1428.353227,113.75,0.028810479,706271.8315,0.383279418,-66.25
AlNafudDesert,27.75,40.75,AlNafudDesert_lat27p75_lon40p75,3,3414.030779,98.75,0.002011904,49320.62467,0.733671046,-81.25
AlNafudDesert,27.75,40.75,AlNafudDesert_lat27p75_lon40p75,4,4564.690847,91.25,0.000559596,13718.17418,0.759186268,-88.75
AlNafudDesert,27.75,40.75,AlNafudDesert_lat27p75_lon40p75,5,6855.085589,91.25,0.000297091,7283.011191,1,-88.75
AlNafudDesert,27.75,40.75,AlNafudDesert_lat27p75_lon40p75,6,9165.513867,91.25,7.95E-05,1948.355661,0.854503791,-88.75
AlNafudDesert,27.75,41.25,AlNafudDesert_lat27p75_lon41p25,1,93.12850046,246.25,1,21078506.57,0.979289627,66.25
AlNafudDesert,27.75,41.25,AlNafudDesert_lat27p75_lon41p25,2,597.5906703,116.25,0.300039173,6324377.676,0.620299832,-63.75
AlNafudDesert,27.75,41.25,AlNafudDesert_lat27p75_lon41p25,3,2145.048581,243.75,0.007596474,160122.3306,0.210458776,63.75
AlNafudDesert,27.75,41.25,AlNafudDesert_lat27p75_lon41p25,4,3039.553957,263.75,0.001144309,24120.31671,0.49213552,83.75
AlNafudDesert,27.75,41.25,AlNafudDesert_lat27p75_lon41p25,5,4564.690847,91.25,0.000212365,4476.341833,0.53549618,-88.75
AlNafudDesert,27.75,41.25,AlNafudDesert_lat27p75_lon41p25,6,6855.085589,253.75,8.16E-05,1720.231795,0.856241862,73.75
AlNafudDesert,27.75,41.25,AlNafudDesert_lat27p75_lon41p25,7,9165.513867,91.25,1.62E-05,342.0742843,0.2128207,-88.75
AlNafudDesert,28,39.5,AlNafudDesert_lat28p00_lon39p50,1,502.0158696,91.25,0.366637398,16492322.12,0.301716303,-88.75
AlNafudDesert,28,39.5,AlNafudDesert_lat28p00_lon39p50,2,951.1173591,91.25,0.2057002,9252940.305,0.395303436,-88.75
AlNafudDesert,28,39.5,AlNafudDesert_lat28p00_lon39p50,3,1428.353227,91.25,0.099339658,4468561.162,0.234712966,-88.75
AlNafudDesert,28,39.5,AlNafudDesert_lat28p00_lon39p50,4,2023.989919,91.25,0.022984669,1033911.353,0.261414969,-88.75
AlNafudDesert,28,39.5,AlNafudDesert_lat28p00_lon39p50,5,2706.152597,91.25,0.007161234,322131.2729,0.567496252,-88.75
AlNafudDesert,28,39.5,AlNafudDesert_lat28p00_lon39p50,6,4064.000891,91.25,0.003109038,139852.7758,0.840054477,-88.75
AlNafudDesert,28,39.5,AlNafudDesert_lat28p00_lon39p50,7,5433.725959,91.25,0.001349219,60691.45785,0.93990515,-88.75
AlNafudDesert,28,39.5,AlNafudDesert_lat28p00_lon39p50,8,9165.513867,91.25,0.000563664,25355.11898,0.983381243,-88.75
AlNafudDesert,28,39.75,AlNafudDesert_lat28p00_lon39p75,1,98.69869206,238.75,1,75889635.88,0.982011475,58.75
AlNafudDesert,28,39.75,AlNafudDesert_lat28p00_lon39p75,2,502.0158696,91.25,0.256116875,19436616.36,0.239051471,-88.75
AlNafudDesert,28,39.75,AlNafudDesert_lat28p00_lon39p75,3,2553.427285,91.25,0.006525761,495237.5977,0.718444612,-88.75
AlNafudDesert,28,39.75,AlNafudDesert_lat28p00_lon39p75,4,3414.030779,91.25,0.003154945,239427.6582,0.904330782,-88.75
AlNafudDesert,28,39.75,AlNafudDesert_lat28p00_lon39p75,5,4564.690847,91.25,0.001172495,88980.20969,0.964965206,-88.75
AlNafudDesert,28,39.75,AlNafudDesert_lat28p00_lon39p75,6,6855.085589,91.25,0.000509404,38658.47272,1,-88.75
AlNafudDesert,28,39.75,AlNafudDesert_lat28p00_lon39p75,7,9165.513867,91.25,0.000297698,22592.22333,0.983894953,-88.75
AlNafudDesert,28,40.75,AlNafudDesert_lat28p00_lon40p75,1,98.69869206,261.25,1,64185839.68,0.985284464,81.25
AlNafudDesert,28,40.75,AlNafudDesert_lat28p00_lon40p75,2,334.2842646,91.25,0.291617747,18717729.96,0.236450337,-88.75
AlNafudDesert,28,40.75,AlNafudDesert_lat28p00_lon40p75,3,1428.353227,91.25,0.039038176,2505698.091,0.207553661,-88.75
AlNafudDesert,28,40.75,AlNafudDesert_lat28p00_lon40p75,4,2023.989919,91.25,0.011455994,735312.6217,0.297164082,-88.75
AlNafudDesert,28,40.75,AlNafudDesert_lat28p00_lon40p75,5,2868.012698,91.25,0.003863071,247954.4416,0.748041437,-88.75
AlNafudDesert,28,40.75,AlNafudDesert_lat28p00_lon40p75,6,4064.000891,91.25,0.001899839,121942.7311,0.879653288,-88.75
AlNafudDesert,28,40.75,AlNafudDesert_lat28p00_lon40p75,7,6855.085589,91.25,0.000810503,52022.81685,1,-88.75
AlNafudDesert,28,40.75,AlNafudDesert_lat28p00_lon40p75,8,9165.513867,91.25,0.000264053,16948.44664,0.978397129,-88.75
AlNafudDesert,28.25,39.5,AlNafudDesert_lat28p25_lon39p50,1,98.69869206,191.25,0.763901506,19879497.7,0.255864632,11.25
AlNafudDesert,28.25,39.5,AlNafudDesert_lat28p25_lon39p50,2,502.0158696,168.75,0.97119847,25274119.23,0.234357571,-11.25
AlNafudDesert,28.25,39.5,AlNafudDesert_lat28p25_lon39p50,3,753.9090529,171.25,1,26023639.88,0.980435675,-8.75
AlNafudDesert,28.25,39.5,AlNafudDesert_lat28p25_lon39p50,4,3039.553957,221.25,0.021404648,557026.8604,0.506178822,41.25
AlNafudDesert,28.25,39.5,AlNafudDesert_lat28p25_lon39p50,5,4064.000891,118.75,0.003361707,87483.85335,0.555144702,-61.25
AlNafudDesert,28.25,39.5,AlNafudDesert_lat28p25_lon39p50,6,7265.101213,211.25,0.001088267,28320.6662,1,31.25
AlNafudDesert,28.25,39.75,AlNafudDesert_lat28p25_lon39p75,1,104.6020474,251.25,1,56772909.55,0.984728864,71.25
AlNafudDesert,28.25,39.75,AlNafudDesert_lat28p25_lon39p75,2,3039.553957,231.25,0.000791893,44958.05682,0.212467378,51.25
AlNafudDesert,28.25,39.75,AlNafudDesert_lat28p25_lon39p75,3,4064.000891,188.75,0.00025614,14541.80579,0.468640768,8.75
AlNafudDesert,28.25,39.75,AlNafudDesert_lat28p25_lon39p75,4,5433.725959,103.75,0.000105329,5979.811643,0.622218357,-76.25
AlNafudDesert,28.25,39.75,AlNafudDesert_lat28p25_lon39p75,5,8160.170704,181.25,2.15E-05,1222.67103,0.640591918,1.25
AlNafudDesert,28.25,40.25,AlNafudDesert_lat28p25_lon40p25,1,104.6020474,251.25,1,140745750.6,0.98616927,71.25
AlNafudDesert,28.25,40.25,AlNafudDesert_lat28p25_lon40p25,2,3414.030779,193.75,3.10E-05,4360.078603,0.772852109,13.75
AlNafudDesert,28.25,40.25,AlNafudDesert_lat28p25_lon40p25,3,4564.690847,138.75,5.38E-06,756.5524436,0.373226881,-41.25
AlNafudDesert,28.25,40.25,AlNafudDesert_lat28p25_lon40p25,4,6103.167745,181.25,1.11E-05,1565.824484,0.911723283,1.25
AlNafudDesert,28.25,40.25,AlNafudDesert_lat28p25_lon40p25,5,8160.170704,181.25,8.71E-06,1225.345019,1,1.25
AlNafudDesert,28.25,40.5,AlNafudDesert_lat28p25_lon40p50,1,110.8584935,263.75,1,145290427.2,0.988378258,83.75
AlNafudDesert,28.25,40.5,AlNafudDesert_lat28p25_lon40p50,2,3414.030779,193.75,4.55E-05,6604.178509,0.85024929,13.75
AlNafudDesert,28.25,40.5,AlNafudDesert_lat28p25_lon40p50,3,4564.690847,258.75,4.37E-06,635.4409622,0.651917054,78.75
AlNafudDesert,28.25,40.5,AlNafudDesert_lat28p25_lon40p50,4,6103.167745,193.75,7.21E-06,1047.092387,0.914992306,13.75
AlNafudDesert,28.25,40.5,AlNafudDesert_lat28p25_lon40p50,5,8160.170704,181.25,6.49E-06,942.2175072,1,1.25
AlNafudDesert,28.25,41.5,AlNafudDesert_lat28p25_lon41p50,1,82.91345931,253.75,1,25664815.64,0.962277682,73.75
AlNafudDesert,28.25,41.5,AlNafudDesert_lat28p25_lon41p50,2,597.5906703,263.75,0.417073398,10704111.88,0.682936149,83.75
AlNafudDesert,28.25,41.5,AlNafudDesert_lat28p25_lon41p50,3,1909.763363,93.75,0.053149433,1364070.407,0.498526381,-86.25
AlNafudDesert,28.25,41.5,AlNafudDesert_lat28p25_lon41p50,4,4064.000891,163.75,0.000379752,9746.255981,0.510924948,-16.25
AlNafudDesert,28.25,41.5,AlNafudDesert_lat28p25_lon41p50,5,6103.167745,166.25,4.61E-05,1182.294626,0.449442318,-13.75
AlNafudDesert,28.25,41.5,AlNafudDesert_lat28p25_lon41p50,6,8160.170704,196.25,1.43E-05,366.4816314,0.887415112,16.25
AlNafudDesert,28.25,41.75,AlNafudDesert_lat28p25_lon41p75,1,82.91345931,258.75,1,24375854.17,0.948182842,78.75
AlNafudDesert,28.25,41.75,AlNafudDesert_lat28p25_lon41p75,2,502.0158696,253.75,0.314237951,7659818.466,0.642325348,73.75
AlNafudDesert,28.25,41.75,AlNafudDesert_lat28p25_lon41p75,3,1347.742218,263.75,0.08417794,2051909.199,0.30108725,83.75
AlNafudDesert,28.25,41.75,AlNafudDesert_lat28p25_lon41p75,4,3414.030779,201.25,0.000292064,7119.320913,0.209384172,21.25
AlNafudDesert,28.25,41.75,AlNafudDesert_lat28p25_lon41p75,5,6103.167745,241.25,2.98E-05,726.5615743,0.637300575,61.25
AlNafudDesert,28.25,41.75,AlNafudDesert_lat28p25_lon41p75,6,9165.513867,91.25,1.64E-05,398.7349306,0.68136167,-88.75
AlNafudDesert,28.25,42.25,AlNafudDesert_lat28p25_lon42p25,1,87.87267,93.75,1,40169337.59,0.943410721,-86.25
AlNafudDesert,28.25,42.25,AlNafudDesert_lat28p25_lon42p25,2,1428.353227,128.75,0.022729689,913036.5587,0.403598943,-51.25
AlNafudDesert,28.25,42.25,AlNafudDesert_lat28p25_lon42p25,3,4564.690847,208.75,4.59E-05,1844.198983,0.312392986,28.75
AlNafudDesert,28.25,42.25,AlNafudDesert_lat28p25_lon42p25,4,6103.167745,166.25,2.04E-05,817.6516569,0.645151453,-13.75
AlNafudDesert,28.25,42.25,AlNafudDesert_lat28p25_lon42p25,5,8160.170704,181.25,2.88E-05,1158.068715,0.987778819,1.25
AlNafudDesert,28.5,39.75,AlNafudDesert_lat28p50_lon39p75,1,98.69869206,243.75,1,39714555.14,0.979297512,63.75
AlNafudDesert,28.5,39.75,AlNafudDesert_lat28p50_lon39p75,2,446.9509568,143.75,0.536275482,21297942.2,0.344529844,-36.25
AlNafudDesert,28.5,39.75,AlNafudDesert_lat28p50_lon39p75,3,711.3611955,148.75,0.474441516,18842233.76,0.25809166,-31.25
AlNafudDesert,28.5,39.75,AlNafudDesert_lat28p50_lon39p75,4,3414.030779,166.25,0.000788449,31312.90493,0.568428593,-13.75
AlNafudDesert,28.5,39.75,AlNafudDesert_lat28p50_lon39p75,5,5433.725959,103.75,0.00013023,5172.035946,0.625617087,-76.25
AlNafudDesert,28.5,39.75,AlNafudDesert_lat28p50_lon39p75,6,7265.101213,148.75,3.37E-05,1339.832229,1,-31.25
AlNafudDesert,28.5,40.25,AlNafudDesert_lat28p50_lon40p25,1,98.69869206,253.75,1,98155317.83,0.988970783,73.75
AlNafudDesert,28.5,40.25,AlNafudDesert_lat28p50_lon40p25,2,1008.005486,251.25,0.027300428,2679682.198,0.36598451,71.25
AlNafudDesert,28.5,40.25,AlNafudDesert_lat28p50_lon40p25,3,2273.34799,101.25,0.000324111,31813.24971,0.309574998,-78.75
AlNafudDesert,28.5,40.25,AlNafudDesert_lat28p50_lon40p25,4,3414.030779,236.25,2.93E-05,2874.110822,0.532394964,56.25
AlNafudDesert,28.5,40.25,AlNafudDesert_lat28p50_lon40p25,5,4564.690847,236.25,6.59E-06,646.48614,0.54696222,56.25
AlNafudDesert,28.5,40.25,AlNafudDesert_lat28p50_lon40p25,6,6103.167745,181.25,8.88E-06,871.3410542,0.846169079,1.25
AlNafudDesert,28.5,40.25,AlNafudDesert_lat28p50_lon40p25,7,9165.513867,91.25,1.11E-05,1093.096571,1,-88.75
AlNafudDesert,28.5,40.5,AlNafudDesert_lat28p50_lon40p50,1,93.12850046,258.75,1,63497163.92,0.977804255,78.75
AlNafudDesert,28.5,40.5,AlNafudDesert_lat28p50_lon40p50,2,1909.763363,256.25,0.004610247,292737.5895,0.292397746,76.25
AlNafudDesert,28.5,40.5,AlNafudDesert_lat28p50_lon40p50,3,3414.030779,143.75,0.000188315,11957.45284,0.849245966,-36.25
AlNafudDesert,28.5,40.5,AlNafudDesert_lat28p50_lon40p50,4,4564.690847,138.75,2.40E-05,1523.873882,0.752182056,-41.25
AlNafudDesert,28.5,40.5,AlNafudDesert_lat28p50_lon40p50,5,6103.167745,138.75,1.79E-05,1133.996904,0.90374506,-41.25
AlNafudDesert,28.5,40.5,AlNafudDesert_lat28p50_lon40p50,6,8160.170704,181.25,2.67E-05,1693.448989,1,1.25
AlNafudDesert,28.5,41.25,AlNafudDesert_lat28p50_lon41p25,1,73.81888146,258.75,1,22772918.72,0.937423649,78.75
AlNafudDesert,28.5,41.25,AlNafudDesert_lat28p50_lon41p25,2,532.0423875,228.75,0.662452158,15085969.16,0.734471033,48.75
AlNafudDesert,28.5,41.25,AlNafudDesert_lat28p50_lon41p25,3,1604.328118,98.75,0.199863295,4551470.582,0.59127075,-81.25
AlNafudDesert,28.5,41.25,AlNafudDesert_lat28p50_lon41p25,4,3414.030779,261.25,0.00107223,24417.80652,0.530801604,81.25
AlNafudDesert,28.5,41.25,AlNafudDesert_lat28p50_lon41p25,5,6103.167745,181.25,9.50E-05,2163.786726,0.700853424,1.25
AlNafudDesert,28.5,41.25,AlNafudDesert_lat28p50_lon41p25,6,8160.170704,181.25,6.76E-05,1539.812577,1,1.25
AlNafudDesert,28.5,41.5,AlNafudDesert_lat28p50_lon41p50,1,78.23412826,263.75,1,64432547.83,0.93545946,83.75
AlNafudDesert,28.5,41.5,AlNafudDesert_lat28p50_lon41p50,2,473.6839381,233.75,0.532146527,34287556.58,0.226107408,53.75
AlNafudDesert,28.5,41.5,AlNafudDesert_lat28p50_lon41p50,3,799.0017781,256.25,0.544293956,35070246.38,0.528837133,76.25
AlNafudDesert,28.5,41.5,AlNafudDesert_lat28p50_lon41p50,4,1199.911617,266.25,0.24391835,15716280.78,0.352005547,86.25
AlNafudDesert,28.5,41.5,AlNafudDesert_lat28p50_lon41p50,5,2868.012698,233.75,0.001566769,100950.9251,0.253534476,53.75
AlNafudDesert,28.5,41.5,AlNafudDesert_lat28p50_lon41p50,6,5433.725959,228.75,6.78E-05,4366.09238,0.411864753,48.75
AlNafudDesert,28.5,41.5,AlNafudDesert_lat28p50_lon41p50,7,8160.170704,181.25,2.14E-05,1377.34126,1,1.25
AlNafudDesert,28.5,41.75,AlNafudDesert_lat28p50_lon41p75,1,78.23412826,256.25,1,29697858.11,0.91624705,76.25
AlNafudDesert,28.5,41.75,AlNafudDesert_lat28p50_lon41p75,2,597.5906703,266.25,0.441056406,13098430.55,0.577723976,86.25
AlNafudDesert,28.5,41.75,AlNafudDesert_lat28p50_lon41p75,3,1199.911617,261.25,0.286629561,8512284.037,0.350384671,81.25
AlNafudDesert,28.5,41.75,AlNafudDesert_lat28p50_lon41p75,4,1604.328118,263.75,0.180959378,5374105.939,0.38998372,83.75
AlNafudDesert,28.5,41.75,AlNafudDesert_lat28p50_lon41p75,5,2868.012698,233.75,0.001186871,35247.52042,0.274041411,53.75
AlNafudDesert,28.5,41.75,AlNafudDesert_lat28p50_lon41p75,6,4064.000891,91.25,0.000251478,7468.372579,0.470530472,-88.75
AlNafudDesert,28.5,41.75,AlNafudDesert_lat28p50_lon41p75,7,6103.167745,166.25,2.52E-05,747.5992422,0.423651152,-13.75
AlNafudDesert,28.5,41.75,AlNafudDesert_lat28p50_lon41p75,8,8160.170704,181.25,6.36E-05,1889.365325,1,1.25
AlNafudDesert,28.5,42,AlNafudDesert_lat28p50_lon42p00,1,41.29329946,263.75,1,47612837.7,0.856660633,83.75
AlNafudDesert,28.5,42,AlNafudDesert_lat28p50_lon42p00,2,446.9509568,181.25,0.116502519,5547015.551,0.317819758,1.25
AlNafudDesert,28.5,42,AlNafudDesert_lat28p50_lon42p00,3,1068.296199,181.25,0.059530527,2834417.304,0.238737885,1.25
AlNafudDesert,28.5,42,AlNafudDesert_lat28p50_lon42p00,4,2145.048581,181.25,0.011389966,542308.6239,0.697804326,1.25
AlNafudDesert,28.5,42,AlNafudDesert_lat28p50_lon42p00,5,2868.012698,181.25,0.005329584,253756.6371,0.897682961,1.25
AlNafudDesert,28.5,42,AlNafudDesert_lat28p50_lon42p00,6,4307.076464,181.25,0.001352252,64384.53304,0.964119488,1.25
AlNafudDesert,28.5,42,AlNafudDesert_lat28p50_lon42p00,7,8160.170704,181.25,0.000862013,41042.89469,0.998317958,1.25
AlNafudDesert,28.75,39.5,AlNafudDesert_lat28p75_lon39p50,1,98.69869206,91.25,1,18985268.64,0.975577913,-88.75
AlNafudDesert,28.75,39.5,AlNafudDesert_lat28p75_lon39p50,2,473.6839381,121.25,0.205864269,3908388.46,0.248079638,-58.75
AlNafudDesert,28.75,39.5,AlNafudDesert_lat28p75_lon39p50,3,2273.34799,96.25,0.004985291,94647.08668,0.203202812,-83.75
AlNafudDesert,28.75,39.5,AlNafudDesert_lat28p75_lon39p50,4,3039.553957,96.25,0.001003786,19057.15302,0.434789046,-83.75
AlNafudDesert,28.75,39.5,AlNafudDesert_lat28p75_lon39p50,5,6855.085589,91.25,0.00083486,15850.04841,1,-88.75
AlNafudDesert,28.75,39.5,AlNafudDesert_lat28p75_lon39p50,6,9165.513867,91.25,0.000583983,11087.07157,0.991053742,-88.75
AlNafudDesert,28.75,39.75,AlNafudDesert_lat28p75_lon39p75,1,98.69869206,91.25,1,34535695.25,0.980374338,-88.75
AlNafudDesert,28.75,39.75,AlNafudDesert_lat28p75_lon39p75,2,563.8648481,126.25,0.54985711,18989697.57,0.405633215,-53.75
AlNafudDesert,28.75,39.75,AlNafudDesert_lat28p75_lon39p75,3,3414.030779,181.25,0.001382194,47735.04032,0.520921317,1.25
AlNafudDesert,28.75,39.75,AlNafudDesert_lat28p75_lon39p75,4,4564.690847,91.25,0.000261638,9035.854403,0.463149899,-88.75
AlNafudDesert,28.75,39.75,AlNafudDesert_lat28p75_lon39p75,5,6103.167745,221.25,9.99E-05,3449.668825,0.435292489,41.25
AlNafudDesert,28.75,39.75,AlNafudDesert_lat28p75_lon39p75,6,9165.513867,91.25,7.77E-05,2682.180605,1,-88.75
Chad,13,15.25,Chad_lat13p00_lon15p25,1,222.5944962,131.25,1,59115381.53,0.922903246,-48.75
Chad,13,15.25,Chad_lat13p00_lon15p25,2,1801.983335,121.25,0.03688734,2180609.163,0.368247835,-58.75
Chad,13,15.25,Chad_lat13p00_lon15p25,3,3834.64361,146.25,0.001745639,103194.1336,0.527012494,-33.75
Chad,13,15.25,Chad_lat13p00_lon15p25,4,5433.725959,168.75,0.000309282,18283.35144,0.529463814,-11.25
Chad,13,15.25,Chad_lat13p00_lon15p25,5,7699.640646,123.75,3.16E-05,1865.422007,1,-56.25
Chad,13,15.5,Chad_lat13p00_lon15p50,1,250.0184145,136.25,1,46074319.67,0.957543341,-43.75
Chad,13,15.5,Chad_lat13p00_lon15p50,2,5433.725959,101.25,0.000384674,17723.59157,0.810397927,-78.75
Chad,13,15.5,Chad_lat13p00_lon15p50,3,8648.245934,198.75,2.41E-05,1110.080401,0.884569876,18.75
Chad,13.25,14.5,Chad_lat13p25_lon14p50,1,951.1173591,113.75,1,29853196.88,0.983829351,-66.25
Chad,13.25,14.5,Chad_lat13p25_lon14p50,2,1271.680598,131.25,0.856847651,25579641.64,0.262105172,-48.75
Chad,13.25,14.5,Chad_lat13p25_lon14p50,3,2409.32123,173.75,0.135097843,4033102.507,0.206964791,-6.25
Chad,13.25,14.5,Chad_lat13p25_lon14p50,4,5433.725959,181.25,0.001069304,31922.14208,0.520282452,1.25
Chad,13.25,14.5,Chad_lat13p25_lon14p50,5,7699.640646,236.25,0.000177228,5290.822685,1,56.25
Chad,13.25,14.75,Chad_lat13p25_lon14p75,1,597.5906703,108.75,1,33927102.28,0.981159989,-71.25
Chad,13.25,14.75,Chad_lat13p25_lon14p75,2,1068.296199,118.75,0.958165552,32507780.68,0.21873621,-61.25
Chad,13.25,14.75,Chad_lat13p25_lon14p75,3,1513.785733,146.25,0.627975995,21305405.81,0.214934532,-33.75
Chad,13.25,14.75,Chad_lat13p25_lon14p75,4,3834.64361,171.25,0.007792441,264374.934,0.479858451,-8.75
Chad,13.25,14.75,Chad_lat13p25_lon14p75,5,5433.725959,91.25,0.001193873,40504.64252,0.484810521,-88.75
Chad,13.25,14.75,Chad_lat13p25_lon14p75,6,7699.640646,146.25,0.000221366,7510.30755,1,-33.75
Chad,13.25,15.25,Chad_lat13p25_lon15p25,1,532.0423875,118.75,1,80693576.44,0.984627644,-61.25
Chad,13.25,15.25,Chad_lat13p25_lon15p25,2,846.7915844,161.25,0.832148515,67149039.79,0.251505824,-18.75
Chad,13.25,15.25,Chad_lat13p25_lon15p25,3,1199.911617,266.25,0.528537247,42649560.73,0.382927262,86.25
Chad,13.25,15.25,Chad_lat13p25_lon15p25,4,1801.983335,101.25,0.297177682,23980330.01,0.323406021,-78.75
Chad,13.25,15.25,Chad_lat13p25_lon15p25,5,3221.355423,143.75,0.017052371,1376016.829,0.422072164,-36.25
Chad,13.25,15.25,Chad_lat13p25_lon15p25,6,4307.076464,141.25,0.000835268,67400.72585,0.610807464,-38.75
Chad,13.25,15.25,Chad_lat13p25_lon15p25,7,6103.167745,153.75,0.00025616,20670.49542,1,-26.25
Chad,13.25,15.25,Chad_lat13p25_lon15p25,8,8648.245934,198.75,4.69E-05,3781.086397,0.32971724,18.75
Chad,13.25,15.5,Chad_lat13p25_lon15p50,1,334.2842646,156.25,1,73725093.44,0.962624238,-23.75
Chad,13.25,15.5,Chad_lat13p25_lon15p50,2,2706.152597,151.25,0.004201524,309757.7227,0.488279847,-28.75
Chad,13.25,15.5,Chad_lat13p25_lon15p50,3,3834.64361,163.75,0.000335393,24726.88665,0.34261006,-16.25
Chad,13.25,15.5,Chad_lat13p25_lon15p50,4,5433.725959,91.25,0.000315414,23253.93967,0.808403051,-88.75
Chad,13.25,15.5,Chad_lat13p25_lon15p50,5,8648.245934,108.75,3.28E-05,2420.227794,0.923987873,-71.25
Chad,13.25,15.75,Chad_lat13p25_lon15p75,1,297.6174279,108.75,1,43830684.84,0.95698875,-71.25
