region,wavelength_source,fft_confidence,incip_real,l0_m,Qr_m2s,t0_years,intermittency_frac,modern_used,W_modern_l0,age_power_years,age_linear_years,age_geomean_years,age_floor_years,flagged_W_gt_5000,linear_unphysical
Chad,fft,high,14.40374853,0.33166198922379053,1.25e-06,0.015854895991882292,0.1248479319,951.1,2867.6786333758637,102794592548.96918,4239495.25329117,660149367.3217863,146329.04687788477,False,False
Chad,fft,high,14.18871434,0.3267105929217804,1.31e-06,0.015128717549506005,0.1340860706,1271.7,3892.4357751218213,412617194758.2697,5166387.794714322,1460048094.7175634,130007.06380233174,False,False
Chad,fft,high,14.05965846,0.32373894079992627,1.34e-06,0.014790014917800645,0.1414613747,1802.0,5566.213306151678,2234519447523.207,6905992.643024902,3928304324.4243865,120470.09059989337,True,False
Chad,fft,high,13.70758706,0.31563211356466875,1.44e-06,0.013762930548508934,0.1642715937,1909.8,6050.7151139698835,2703400190162.4214,6025491.8814248815,4036002465.0718627,96537.69984219816,True,False
Chad,fft,high,13.51277527,0.3111463600359207,1.5e-06,0.013212413326568577,0.1754105839,1909.8,6137.947426990695,2608384788477.0615,5496691.413072971,3786487325.8485923,86791.0327559301,True,False
Chad,fft,high,13.40535033,0.3086727838541067,1.53e-06,0.012953346398596645,0.1812652068,1513.8,4904.222462047361,817524871186.7744,4147510.994805005,1841383553.682853,82340.97929596587,False,False
Chad,fft,high,13.18166788,0.303522251951461,1.61e-06,0.012309701857051469,0.192328163,2273.3,7489.730935323794,5919956570488.989,5718121.2643319145,5818163760.984605,73748.49295266284,True,False
Chad,fft,high,13.15522047,0.30291327154666237,1.62e-06,0.012233716043119054,0.20494981750000002,2273.3,7504.788378510543,5576092036122.856,5343733.812862967,5458676722.161299,68779.55458626735,True,False
Chad,fft,high,14.47612624,0.3333285647839001,1.23e-06,0.016112699178742165,0.1214644161,1604.3,4812.968852639683,1383217676327.1897,7552536.242080712,3232151238.9038615,152850.80533749677,False,False
Chad,fft,high,14.32076414,0.329751183310691,1.27e-06,0.015605212590435328,0.1290678224,1909.8,5791.639565401013,3143454555979.479,8316298.144834662,5112915537.368499,139315.74628943563,True,False
Chad,fft,high,14.03736206,0.3232255419189942,1.35e-06,0.014680459251742863,0.1365571776,1802.0,5575.054462903837,2315691114481.1543,7112522.660172229,4058374739.437783,123872.13099682676,True,False
Chad,fft,high,13.82583783,0.3183549662667802,1.4e-06,0.01415615713560919,0.1435142944,1909.8,5998.964056994151,3050698199657.4077,7032250.316351478,4631767846.042555,113657.6608472299,True,False
Chad,fft,high,13.64418249,0.3141721543208455,1.46e-06,0.01357439725332388,0.1512317518,2145.0,6827.466949249226,5257003716778.209,7299449.902643868,6194613407.520695,103425.12890415938,True,False
Chad,fft,high,13.48573899,0.3105238202583527,1.51e-06,0.01312491390056481,0.16046989050000002,2024.0,6518.018483464658,3810097446034.425,6345020.949714178,4916822969.717428,94243.49987719876,True,False
Chad,fft,high,12.98769767,0.29905587671832184,1.68e-06,0.011796797613007658,0.2125912409,2024.0,6767.96598084039,3112549017669.6494,4472673.95134208,3731141502.758428,63939.20923313663,True,False
Chad,fft,high,12.97056432,0.29866136268392085,1.68e-06,0.011796797613007658,0.22285583939999998,2409.3,8066.995939310065,7063387354569.3125,5099155.820703443,6001442555.16415,60994.20984271169,True,False
Chad,fft,high,14.63896228,0.337078041861429,1.2e-06,0.016515516658210723,0.12207268859999999,1199.9,3559.709773362433,318315860519.57556,5650033.033338548,1341079836.1660604,155891.3986781164,False,False
Chad,fft,high,14.39827564,0.3315359699739805,1.25e-06,0.015854895991882292,0.1268628345,1909.8,5760.460924194393,3163832136064.381,8549041.850055216,5200743537.01122,144004.9716026333,True,False
Chad,fft,high,14.21224977,0.32725252181721887,1.3e-06,0.01524509229988682,0.1354927007,1700.3,5195.6818867531065,1711594043912.5369,6927335.525065451,3443368441.640504,129647.0555326754,True,False
Chad,physics_colI,,13.89640202,0.3199797835547675,1.38e-06,0.014361318833226716,0.1422977494,563.8648481,1762.188979053076,7385232688.961763,2018475.0757433968,122093849.60445267,116290.6483457808,False,False
Chad,fft,high,13.71045438,0.31569813672891384,1.44e-06,0.013762930548508934,0.14860857660000001,334.3,1058.9229428587328,548639463.1003994,1063717.7340251051,24157763.27572375,106712.56106499932,False,False
Chad,fft,high,13.55663628,0.31215630753643875,1.48e-06,0.013390959452603287,0.15625,502.0,1608.168689467857,3993042115.366442,1554226.6717236498,78778757.0162055,98750.69664649767,False,False
Chad,fft,high,13.40149021,0.3085839003891409,1.53e-06,0.012953346398596645,0.1621046229,375.5,1216.8489656345464,940143903.5597408,1070573.3161339967,31725273.46575774,92073.59033434308,False,False
Chad,fft,low,13.20214841,0.30399383844896266,1.6e-06,0.01238663749365804,0.17636100970000002,397.9,1308.9081082372109,1184373599.9202719,1019258.2768777454,34744533.30574795,80928.10110901238,False,False
Chad,fft,high,13.01006987,0.2995710209767667,1.67e-06,0.011867437119672374,0.2004638078,375.5,1253.4590254279701,806250513.8273479,819380.369505077,25702642.742206696,68213.36324343881,False,False
Chad,fft,high,14.57071378,0.33550654585645534,1.21e-06,0.016379024785002368,0.1318810827,1604.3,4781.724886781765,1254053307026.4058,7023994.384557869,2967905555.5205426,143104.7453777045,False,False
Chad,fft,high,14.32415308,0.3298292173432499,1.27e-06,0.015605212590435328,0.13880018249999998,1909.8,5790.269325996341,2919630675577.1396,7731312.740727309,4751060706.864081,129547.23600315394,True,False
Chad,fft,high,14.0743339,0.32407685878099884,1.34e-06,0.014790014917800645,0.1451490268,1909.8,5893.046505028562,2886143824688.656,7133720.692235227,4537504151.287179,117409.43086016245,True,False
